caption,tags,quote,actual_quote,child_len
"A manager at my company, discussing President Obama with several of my coworkers.","['race', 'xs']","“You know, Obama may have black skin, but he was basically raised white.”","You know, Obama may have black skin, but he was basically raised white.",13
"My boyfriend, in response to me being upset because a woman at a coffee shop in my neighborhood was raped during a robbery at her workplace. It was a two-hour conversation to convince him that walking around late at night is not “wrong.”","['xs', 'gender']","“It’s terrible!  And it’s not like she was doing something wrong, like walking around late at night.”","It's terrible! And it's not like she was doing something wrong, like walking around late at night.",17
"This is part of a campaign slogan for a white, male student who is running for class president at my college. I am a Women’s Studies major, and am sick of the snarky kitchen/sandwich-making/cleaning comments when I tell people. To see this expressed as part of a public campaign was upsetting, even more so because it was so public I felt like I couldn’t do anything about it. Ridiculing the study of gender politics (or the politics of race, class, age, ability, etc.) only serves to further allow prejudice and oppression to continue.","['xs', 'gender']",“The Women’s studies department once held a Sandwich-making day in his honor.”,The Women's studies department once held a Sandwich-making day in his honor.,12
"My neighbor, when finding out I (and not her son) was awarded a very prestigious and large scholarship to pay for my undergraduate education and study abroad. I worked extremely hard to get this scholarship all throughout high school.","['xs', 'race', 'ethnicity']","“Well, it’s only because she has that Hispanic last name (Martinez). You know, they are always looking for minorities.”","Well, it's only because she has that Hispanic last name (Martinez). You know, they are always looking for minorities.",19
"A new acquaintance, over dinner, while making a gesture to indicate how my Asian eyes ought to look and how confusingly round they are.  I had to explain in what ways I am mixed-race until the table was satisfied with my features.  It was just one of the ways I get told “but you don’t look Filipina!” day in and day out, and it’s like saying I don’t deserve my heritage or I’m being dishonest about it.  Since when is it up for a referendum?","['xs', 'ethnicity', 'race']",“You’re Filipina?  But your eyes are so big!”,You're Filipina? But your eyes are so big!,8
A man at another restaurant table to a five year-old girl.,"['xs', 'gender']",“Are you a boy or a girl? Sit up straight!”,Are you a boy or a girl? Sit up straight!,10
"Friends, after an acquaintance casually mutters aloud a racial slur (“oil-somethings”… I hadn’t heard it before) as we drove past some small black children on the sidewalk.  I was hardly paying attention and wouldn’t have noticed if it weren’t for the guffaws of my friends. Made me hurt that my friends at the time felt like she COULD say things like that outside of my presence and it’d be okay. Disgusted that she’d say something so horrible about small children.  It was so unbelievable that none of it really sank in until it was long over.","['xs', 'race']","“No, don’t say that infront of _____!  She’s half-black!!”","No, don't say that infront of ___! She's half-black!!",9
My friend to me. *(Taiyaki = Japanese fish-shaped cake filled with red bean paste),"['xs', 'race', 'ethnicity']",“*gasps* You’ve NEVER had taiyaki* before? You’re not really Japanese!”,* gasps * You've NEVER had taiyaki * before? You're not really Japanese!,13
"A male friend’s response to the fact that I am vegetarian. I’m genderqueer, but he doesn’t know that. Made me feel like I’d been put in a box, like every “girl” had been put in a box, and annoyed at the gender binary that doesn’t allow for my existence. I felt deleted.","['xs', 'gender']",“How come girls are all vegetarian these days?”,How come girls are all vegetarian these days?,8
Facebook group,"['race', 'xs']",“Im Offended That Black People Can Call White People Racial Names But Us White People Cant Call Them Racial Names Back Or Its ‘Discrimination’”,Im Offended That Black People Can Call White People Racial Names But Us White People Cant Call Them Racial Names Back Or Its' Discrimination ',25
"Said to me (an African American woman over the age of 30) by a young white male (under the age of 30) on the light rail; (on my way home from an Orioles game) when I refused to go under his arm to exit the train and I brought to his attention that he was impeding my passage, after saying “excuse me” numerous times and his refusal to move out of the way.","['xs', 'race', 'gender']",“Let the GIRL go pass.”,Let the GIRL go pass.,5
People.,"['trans*', 'sexuality', 'gender', 'xs']",“You should pierce your ears so people know you’re a girl.”,You should pierce your ears so people know you're a girl.,11
"My mother, disapprovingly","['xs', 'sexuality']","“All your friends are gay. I’m worried that other people will make judgments about you, and… [lowers voice] you should be careful, because they might try to recruit you.”","All your friends are gay. I'm worried that other people will make judgments about you, and … [lowers voice] you should be careful, because they might try to recruit you.",30
A generally-liberal male classmate/coworker.,"['gender', 'xs']","“THERE ARE LOTS OF REASONABLE FEMINISTS, LIKE YOU, BUT THEN THERE ARE THOSE ONE WHO JUST, LIKE, HATE MEN.”","THERE ARE LOTS OF REASONABLE FEMINISTS, LIKE YOU, BUT THEN THERE ARE THOSE ONE WHO JUST, LIKE, HATE MEN.",19
"My dad said this to me at a restaurant, assuming that because I am a woman, I worry about my weight. This made me feel self-conscious, frustrated, and worried that my sister’s eating disorder stemmed from my dad’s attitude toward women and eating. I insisted on my own dessert.","['body', 'gender', 'xs']",“We can split a dessert. That way you won’t feel guilty.”,We can split a dessert. That way you won't feel guilty.,11
